School_Code,School_Name,District_Code,District_Name,School_Type,School_Index,School_Rating_Category,ESSA_Support_Status,Comprehensive_Decision,Targeted_Decision,Targeted_Subgroups,School_Index_Source,Percent_Male,Percent_Female,Percent_EL,Percent_FRL,Percent_IEP,Percent_Asian,Percent_Black,Percent_PacIs,Percent_Hispanic,Percent_Multi,Percent_NatAm,Percent_White,Percent_Foster_Care,Percent_Military_Connected,Percent_Migrant,Percent_Homeless,Count_All_Students,Percent_NonBinary,Index_EL,Index_FRL,Index_IEP,Index_Asian,Index_Black,Index_PacIs,Index_Hispanic,Index_Multi,Index_NatAm,Index_White
40680109,MMCRU  High School,4068,Marcus-Meriden-Cleghorn Comm School District,High,53.5,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,50.7,49.3,1.0,34.0,13.8,0.0,0.0,0.0,4.9,2.5,0.5,92.1,0.5,0.0,0.0,0.0,203,0.0,0.0,52.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.78
40680427,MMCRU Marcus Elementary,4068,Marcus-Meriden-Cleghorn Comm School District,Elementary,52.74,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,52.5,47.5,0.0,29.4,11.9,0.0,1.9,0.0,1.3,1.9,0.6,94.4,0.0,0.0,0.0,0.0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.49
40860109,Marion High School,4086,Marion Independent School District,High,55.14,Commendable,Targeted Year 1,Met,Targeted,"Black/African American, Low Socio-Economic Status (FRL), Multi-Racial",Independent Institutional Data,49.4,50.6,0.7,28.0,7.3,0.8,4.8,0.0,4.3,5.7,0.0,84.3,0.3,0.1,0.0,1.1,722,0.0,0.0,39.8,44.22,0.0,38.99,0.0,51.24,43.89,0.0,55.64
40860209,Vernon Middle School,4086,Marion Independent School District,Middle,48.57,Needs Improvement,Extended Targeted Year 2,Met,Targeted,"Black/African American, Students with Disabilities (IEP)",Independent Institutional Data,51.9,48.1,0.6,39.7,16.8,0.3,4.8,0.3,5.7,6.6,0.3,82.0,0.4,0.0,0.0,1.5,668,0.0,0.0,44.35,38.41,0.0,40.9,0.0,47.0,44.69,0.0,49.38
40860410,Longfellow Elementary,4086,Marion Independent School District,Elementary,58.1,Commendable,No Support Required,Met,Met,Achieved Standard,15914:Francis Marion  Intermediate School,46.1,53.9,2.5,44.1,12.3,1.5,6.9,0.0,5.9,6.4,0.0,79.4,0.5,0.0,0.0,1.0,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40860445,Starry Elementary School,4086,Marion Independent School District,Elementary,58.1,Commendable,No Support Required,Met,Met,Achieved Standard,15914:Francis Marion  Intermediate School,44.0,56.0,1.6,50.0,12.3,0.4,7.9,0.0,2.8,8.7,0.0,80.2,0.8,0.0,0.0,2.0,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40860450,Francis Marion  Intermediate School,4086,Marion Independent School District,Elementary,58.1,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.3,48.7,0.7,45.0,19.3,0.0,5.6,0.4,7.1,7.4,0.0,79.6,1.1,0.0,0.0,1.9,269,0.0,0.0,53.58,48.73,0.0,0.0,0.0,0.0,0.0,0.0,59.65
41040109,Marshalltown High School,4104,Marshalltown Comm School District,High,49.91,Acceptable,Extended Targeted Year 2,Met,Targeted,"English Learners (EL), Students with Disabilities (IEP)",Independent Institutional Data,52.2,47.8,25.9,57.1,12.5,5.9,2.5,1.0,55.5,2.5,0.6,32.0,0.4,0.4,3.0,1.5,1580,0.0,43.17,47.9,33.86,53.17,49.77,0.0,47.76,48.17,0.0,53.05
41040127,Marshalltown Virtual Academy,4104,Marshalltown Comm School District,Other,31.05,Priority,Targeted Year 2,Not-Met,Targeted,Low Socio-Economic Status (FRL),Independent Institutional Data,32.1,67.9,24.7,58.0,9.9,3.7,4.9,0.0,53.1,6.2,2.5,29.6,0.0,1.2,2.5,3.7,81,0.0,0.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41040218,B R Miller Middle School,4104,Marshalltown Comm School District,Middle,44.94,Needs Improvement,Extended Targeted Year 2,Met,Targeted,"Black/African American, English Learners (EL), Low Socio-Economic Status (FRL), Hispanic, Students with Disabilities (IEP)",Independent Institutional Data,52.2,47.8,23.5,57.5,14.1,6.5,3.1,0.9,56.0,3.1,0.6,29.8,0.1,0.5,4.2,1.5,782,0.0,40.39,43.6,35.89,49.42,40.46,0.0,44.11,51.45,0.0,47.28
41040427,Anson Elementary School,4104,Marshalltown Comm School District,Elementary,53.92,Acceptable,Extended Comprehensive Year 2,Met,Met,Achieved Standard,Independent Institutional Data,51.0,49.0,48.5,88.8,14.1,13.3,2.5,0.8,63.9,3.3,0.0,16.2,0.8,0.0,5.4,1.2,241,0.0,0.0,52.76,0.0,0.0,0.0,0.0,53.1,0.0,0.0,0.0
41040435,Franklin Elementary Sch,4104,Marshalltown Comm School District,Elementary,49.11,Needs Improvement,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,46.8,53.2,29.5,80.0,16.6,4.3,2.5,3.4,39.4,6.8,0.0,43.7,1.2,0.3,9.2,2.2,325,0.0,0.0,48.57,0.0,0.0,0.0,0.0,49.61,0.0,0.0,48.6
41040445,Fisher Elementary School,4104,Marshalltown Comm School District,Elementary,56.92,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,52.4,47.6,36.8,69.1,12.1,8.8,1.8,1.2,43.8,2.6,1.5,40.3,0.3,0.6,3.5,1.8,340,0.0,0.0,53.14,0.0,0.0,0.0,0.0,55.92,0.0,0.0,62.9
41040475,J C Hoglan Elementary School,4104,Marshalltown Comm School District,Elementary,57.31,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,53.5,46.5,44.3,77.7,13.2,16.1,6.2,1.8,39.6,3.3,0.7,32.2,0.4,0.4,8.4,2.9,273,0.0,0.0,55.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.12
41040479,Lenihan Intermediate School,4104,Marshalltown Comm School District,Elementary,49.53,Acceptable,Extended Targeted Year 2,Met,Targeted,"Black/African American, English Learners (EL), Students with Disabilities (IEP)",Independent Institutional Data,52.6,47.4,26.4,79.3,15.6,8.0,4.0,0.9,52.1,4.3,1.0,29.7,0.7,0.4,5.7,2.3,700,0.0,43.59,48.97,40.77,54.94,42.38,0.0,48.42,48.14,0.0,49.29
41040481,Rogers Elementary School,4104,Marshalltown Comm School District,Elementary,38.2,Priority,Extended Comprehensive Year 2,Not-Met,Not-Met,Low Socio-Economic Status (FRL),Independent Institutional Data,53.6,46.4,52.7,86.5,14.0,14.9,8.6,0.9,48.6,4.1,0.5,22.5,0.5,0.0,11.3,3.6,222,0.0,0.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41040491,Woodbury Elementary School,4104,Marshalltown Comm School District,Elementary,57.66,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,53.0,47.0,67.0,82.1,9.1,0.3,1.2,0.0,89.4,0.6,0.3,8.2,0.0,0.0,3.3,0.6,330,0.0,53.76,55.37,0.0,0.0,0.0,0.0,57.69,0.0,0.0,0.0
41220172,Martensdale-St Marys Jr-Sr High School,4122,Martensdale-St Marys Comm School District,High,51.16,Acceptable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,50.2,49.5,0.0,22.5,15.6,0.0,1.8,0.0,4.7,1.1,0.0,92.4,0.0,0.0,0.0,0.0,275,0.4,0.0,44.97,47.04,0.0,0.0,0.0,0.0,0.0,0.0,50.85
41220409,Martensdale Elementary School,4122,Martensdale-St Marys Comm School District,Elementary,61.64,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,54.9,45.1,0.0,17.9,8.2,0.0,0.4,0.0,3.7,1.5,0.4,94.0,0.0,0.0,0.0,0.0,268,0.0,0.0,59.53,58.84,0.0,0.0,0.0,0.0,0.0,0.0,61.72
41310109,Mason City High School,4131,Mason City Comm School District,High,50.4,Acceptable,Extended Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,52.6,47.4,4.0,45.5,13.9,1.9,8.4,1.8,12.0,1.4,0.6,74.0,1.7,0.7,0.0,2.2,956,0.0,47.13,45.93,39.66,0.0,48.88,0.0,51.2,0.0,0.0,51.08
41310127,Alternative School,4131,Mason City Comm School District,Alternative,48.4,Needs Improvement,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,52.1,47.9,2.1,61.7,6.4,0.0,6.4,0.0,13.8,0.0,1.1,78.7,1.1,0.0,0.0,9.6,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.91
41310131,Mason City Virtual Academy,4131,Mason City Comm School District,Other,39.7,Priority,Targeted Year 2,Not-Met,Targeted,"Low Socio-Economic Status (FRL), White",Independent Institutional Data,42.4,57.6,1.0,52.5,15.2,0.0,13.1,0.0,11.1,4.0,0.0,71.7,1.0,0.0,0.0,4.0,99,0.0,0.0,43.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.01
41310209,John Adams Middle School,4131,Mason City Comm School District,Middle,52.22,Acceptable,Extended Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,48.1,51.0,3.3,55.6,18.8,2.1,7.1,2.9,13.8,2.5,0.4,71.3,0.8,1.0,0.4,2.1,480,0.8,0.0,49.81,38.92,0.0,50.33,0.0,53.88,0.0,0.0,52.62
41310427,Harding Elementary School,4131,Mason City Comm School District,Elementary,48.29,Needs Improvement,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,45.8,54.2,5.2,69.7,14.4,0.4,9.6,3.7,9.6,4.8,0.4,71.6,0.7,2.2,0.0,0.4,271,0.0,0.0,47.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3
41310436,Hoover Elementary School,4131,Mason City Comm School District,Elementary,55.22,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,48.6,51.4,8.6,66.5,16.2,1.4,3.2,7.9,12.9,6.8,1.1,66.5,0.0,0.0,1.4,0.4,278,0.0,0.0,50.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.79
41310445,Jefferson Elementary School,4131,Mason City Comm School District,Elementary,60.64,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,49.5,50.5,2.8,46.7,11.4,1.6,6.3,2.5,5.7,6.3,0.0,77.6,0.0,1.9,0.0,0.3,317,0.0,0.0,58.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8
41310454,Lincoln Intermediate,4131,Mason City Comm School District,Elementary,49.77,Acceptable,Extended Targeted Year 2,Met,Targeted,Black/African American,Independent Institutional Data,54.5,45.1,3.6,59.4,20.9,1.5,8.3,3.0,10.9,4.9,0.9,70.5,0.9,0.6,0.2,2.4,468,0.4,0.0,46.96,45.06,0.0,43.92,0.0,48.99,0.0,0.0,51.01
41310481,Roosevelt Elementary School,4131,Mason City Comm School District,Elementary,47.82,Needs Improvement,Targeted Year 1,Met,Targeted,Low Socio-Economic Status (FRL),Independent Institutional Data,54.3,45.4,6.4,67.5,21.8,0.3,8.4,0.8,13.2,7.3,0.8,69.2,0.3,1.4,0.0,1.7,357,0.3,0.0,42.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.45
41490109,MOC-Floyd Valley High School,4149,MOC-Floyd Valley Comm School District,High,59.05,Commendable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,48.9,51.1,6.6,25.5,14.4,1.0,1.4,0.6,17.2,1.8,0.0,77.8,0.0,0.0,0.0,0.0,487,0.0,0.0,56.44,53.36,0.0,0.0,0.0,51.24,0.0,0.0,60.33
41490209,MOC-Floyd Valley Middle  School,4149,MOC-Floyd Valley Comm School District,Middle,57.11,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,50.5,49.5,6.1,25.5,15.5,1.2,1.5,0.3,21.0,3.0,0.3,72.6,0.6,0.0,0.3,0.0,329,0.0,0.0,55.02,48.89,0.0,0.0,0.0,56.01,0.0,0.0,57.43
41490409,Orange City Elementary School,4149,MOC-Floyd Valley Comm School District,Elementary,59.48,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.9,48.1,12.9,31.1,12.3,1.5,0.4,0.2,23.2,1.8,0.0,72.9,0.7,0.0,1.5,0.0,457,0.0,0.0,54.18,0.0,0.0,0.0,0.0,53.05,0.0,0.0,62.18
41490418,Hospers Elementary School,4149,MOC-Floyd Valley Comm School District,Elementary,62.18,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,54.2,45.8,8.8,28.2,9.3,0.5,1.4,0.5,12.0,1.9,0.9,82.9,0.0,0.0,0.0,0.0,216,0.0,0.0,62.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.62
42030109,Mediapolis High School,4203,Mediapolis Comm School District,High,55.24,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,56.3,43.4,0.0,28.1,10.5,0.0,0.3,0.3,3.1,4.4,0.7,91.2,0.0,0.0,0.0,0.3,295,0.3,0.0,55.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.76
42030209,Mediapolis Middle School,4203,Mediapolis Comm School District,Middle,57.08,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,54.2,45.8,0.0,30.8,11.5,0.4,0.4,0.0,2.2,2.6,0.0,94.3,0.4,0.0,0.0,0.0,227,0.0,0.0,55.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.11
42030409,Mediapolis Elementary School,4203,Mediapolis Comm School District,Elementary,59.69,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,50.9,49.1,0.0,33.2,13.9,0.0,0.7,0.0,2.9,4.3,0.4,91.7,0.2,0.0,0.0,0.0,446,0.0,0.0,54.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31
42120109,Melcher-Dallas High School,4212,Melcher-Dallas Comm School District,High,51.41,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,48.4,51.6,0.0,34.0,12.4,0.0,1.3,0.0,2.0,0.0,0.0,96.7,0.0,0.0,0.0,0.0,153,0.0,0.0,51.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.81
42120409,Melcher-Dallas Elem,4212,Melcher-Dallas Comm School District,Elementary,59.35,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.9,48.1,0.0,32.1,13.5,0.0,0.6,0.0,1.9,0.6,0.0,96.8,0.0,0.0,0.0,0.0,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.59
42690118,Midland Middle/High  School,4269,Midland Comm School District,High,52.46,Acceptable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,49.5,50.2,0.0,51.8,17.5,0.0,2.0,0.0,4.0,1.0,0.7,92.4,0.7,0.0,0.0,2.3,303,0.3,0.0,49.33,46.32,0.0,0.0,0.0,0.0,0.0,0.0,51.88
42690418,Midland Elementary,4269,Midland Comm School District,Elementary,46.46,Needs Improvement,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,56.0,44.0,2.2,53.3,17.6,0.0,3.3,0.5,3.8,1.1,0.0,91.2,1.6,0.5,0.0,2.2,182,0.0,0.0,47.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.84
42710109,Mid-Prairie High School,4271,Mid-Prairie Comm School District,High,56.62,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.2,48.8,0.5,20.6,14.2,0.0,0.8,0.0,5.8,2.9,0.0,90.5,0.0,0.0,0.3,4.2,379,0.0,0.0,52.48,45.31,0.0,0.0,0.0,0.0,0.0,0.0,56.88
42710127,Mid-Prairie Virtual Academy,4271,Mid-Prairie Comm School District,Other,55.47,Commendable,No Support Required,Met,Met,Achieved Standard,"15994:Mid-Prairie High School,15996:Mid-Prairie Middle School,15998:Mid-Prairie West Elem. School",26.7,73.3,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,93.3,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42710209,Mid-Prairie Middle School,4271,Mid-Prairie Comm School District,Middle,58.46,Commendable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,51.2,48.8,0.9,26.7,12.8,0.2,0.7,0.0,6.0,4.0,0.0,89.1,0.0,0.0,0.5,2.6,430,0.0,0.0,54.69,46.31,0.0,0.0,0.0,54.49,0.0,0.0,58.84
42710409,Mid-Prairie East Elem. School,4271,Mid-Prairie Comm School District,Elementary,51.32,Acceptable,No Support Required,Met,Met,Achieved Standard,15998:Mid-Prairie West Elem. School,46.0,54.0,1.5,24.6,13.2,0.4,0.0,0.0,9.2,2.6,0.0,87.9,0.0,0.0,0.4,2.2,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42710418,Mid-Prairie West Elem. School,4271,Mid-Prairie Comm School District,Elementary,51.32,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,46.8,53.2,2.4,28.6,10.7,0.0,1.2,0.0,5.6,2.0,0.0,91.3,0.0,0.0,0.0,1.6,252,0.0,0.0,44.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17
43560109,Missouri Valley High School,4356,Missouri Valley Comm School District,High,57.83,Commendable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,51.9,48.1,0.4,35.7,14.9,0.4,0.0,0.0,6.0,2.1,0.4,91.1,0.4,0.0,0.0,0.0,235,0.0,0.0,56.7,43.46,0.0,0.0,0.0,0.0,0.0,0.0,57.36
43560209,Missouri Valley Middle School,4356,Missouri Valley Comm School District,Middle,59.03,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,44.3,55.7,0.0,41.1,13.9,0.0,0.6,0.0,1.3,2.5,0.6,94.9,0.6,0.0,0.0,0.0,158,0.0,0.0,57.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.78
43560409,Missouri Valley  Elementary,4356,Missouri Valley Comm School District,Elementary,55.24,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,50.6,49.4,0.0,46.0,15.7,0.3,0.6,0.3,3.1,4.3,0.6,90.7,0.0,0.0,0.0,0.0,324,0.0,0.0,52.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.03
44190109,MFL MarMac HS,4419,MFL MarMac Comm School District,High,54.52,Acceptable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,56.5,43.5,0.0,30.9,14.5,0.0,0.4,0.4,1.5,1.1,0.0,96.6,0.0,0.0,0.0,0.0,262,0.0,0.0,49.41,46.85,0.0,0.0,0.0,0.0,0.0,0.0,54.55
44190209,MFL MarMac Middle School,4419,MFL MarMac Comm School District,Middle,55.83,Commendable,Extended Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,44.9,55.1,0.0,35.8,11.2,0.0,1.6,0.0,2.1,2.7,0.5,93.0,0.0,2.1,0.0,0.0,187,0.0,0.0,53.71,46.66,0.0,0.0,0.0,0.0,0.0,0.0,55.34
44190427,MFL MarMac Elementary School,4419,MFL MarMac Comm School District,Elementary,57.84,Commendable,No Support Required,Met,Met,Achieved Standard,16009:McGregor Intermediate School,53.8,46.2,0.0,36.2,10.4,0.4,0.0,0.0,3.1,1.9,0.0,94.6,0.4,2.3,0.0,0.0,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44190436,McGregor Intermediate School,4419,MFL MarMac Comm School District,Elementary,57.84,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,53.8,46.2,0.0,32.1,11.3,0.0,0.0,0.0,1.9,1.9,0.0,96.2,0.0,4.7,0.0,0.0,106,0.0,0.0,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.96
44370109,Montezuma High School,4437,Montezuma Comm School District,High,53.58,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,45.9,54.1,0.0,28.4,4.1,0.0,2.0,0.0,1.4,1.4,0.0,95.3,1.4,0.0,0.0,0.0,148,0.0,0.0,50.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.58
44370131,Montezuma Virtual Learning Academy,4437,Montezuma Comm School District,Other,53.58,Acceptable,No Support Required,Met,Met,Achieved Standard,16011:Montezuma High School,50.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44370209,Montezuma Junior High School,4437,Montezuma Comm School District,Junior-High,48.83,Needs Improvement,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,41.1,58.9,0.0,39.3,3.6,0.0,1.8,0.0,0.9,2.7,0.0,94.6,0.0,0.0,0.0,0.0,112,0.0,0.0,47.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.99
44370409,Montezuma Elementary School,4437,Montezuma Comm School District,Elementary,62.62,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,58.3,41.7,0.0,33.3,11.5,0.0,0.5,0.0,1.6,2.1,0.0,95.8,0.0,0.0,0.0,0.0,192,0.0,0.0,63.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06
44460109,Monticello High School,4446,Monticello Comm School District,High,53.23,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,52.2,47.8,0.3,26.5,12.3,0.8,1.1,0.0,3.3,2.2,0.0,92.6,0.3,0.0,0.0,0.0,366,0.0,0.0,54.42,54.57,0.0,0.0,0.0,0.0,0.0,0.0,52.9
44460209,Monticello Middle School,4446,Monticello Comm School District,Middle,56.2,Commendable,Extended Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,53.2,46.8,1.3,33.8,14.7,0.7,2.3,0.0,4.0,3.0,0.0,90.0,0.3,0.0,0.7,0.0,299,0.0,0.0,51.95,47.67,0.0,0.0,0.0,0.0,0.0,0.0,56.27
44460409,Carpenter Elementary School,4446,Monticello Comm School District,Elementary,58.22,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,50.0,50.0,0.5,44.4,16.8,0.5,3.1,0.0,6.6,3.1,0.0,86.7,3.1,0.0,0.5,0.0,196,0.0,0.0,58.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.83
44460418,Shannon Elementary School,4446,Monticello Comm School District,Elementary,58.22,Commendable,No Support Required,Met,Met,Achieved Standard,16019:Carpenter Elementary School,45.1,54.9,2.7,26.5,12.4,0.0,2.7,0.0,6.2,3.5,0.0,87.6,0.0,0.0,0.0,0.0,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44910109,Moravia High School,4491,Moravia Comm School District,High,48.74,Needs Improvement,Targeted Year 1,Met,Targeted,"Low Socio-Economic Status (FRL), Students with Disabilities (IEP)",Independent Institutional Data,50.9,49.1,0.0,49.1,13.4,0.0,1.8,0.0,1.8,4.0,0.0,92.4,0.0,0.0,0.0,0.0,224,0.0,0.0,44.11,43.96,0.0,0.0,0.0,0.0,0.0,0.0,48.87
44910409,Moravia Elementary School,4491,Moravia Comm School District,Elementary,66.08,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,52.9,47.1,0.0,54.3,17.1,0.0,1.4,0.0,0.7,1.4,0.0,96.4,5.0,0.0,0.0,0.0,140,0.0,0.0,63.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.84
45050172,Mormon Trail Jr-Sr High School,4505,Mormon Trail Comm School District,High,52.14,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,50.0,50.0,0.0,53.1,27.1,0.0,0.0,0.0,3.1,2.1,0.0,94.8,0.0,0.0,0.0,0.0,96,0.0,0.0,52.76,47.53,0.0,0.0,0.0,0.0,0.0,0.0,51.82
45050418,Mormon Trail Elementary  School,4505,Mormon Trail Comm School District,Elementary,51.12,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,50.5,49.5,0.0,60.6,23.2,0.0,0.0,0.0,4.0,3.0,0.0,92.9,0.0,0.0,0.0,0.0,99,0.0,0.0,46.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.18
45090409,Morning Sun Elementary School,4509,Morning Sun Comm School District,Elementary,62.78,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,46.3,53.7,0.0,41.7,16.7,0.0,0.0,0.0,0.9,0.9,0.0,98.1,0.0,0.0,0.0,0.0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.87
45180172,Moulton-Udell High School,4518,Moulton-Udell Comm School District,High,53.08,Acceptable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,59.7,40.3,0.0,53.7,10.4,0.0,0.0,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,0.0,67,0.0,0.0,50.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.01
45180409,Moulton Elementary School,4518,Moulton-Udell Comm School District,Elementary,54.96,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,54.4,45.6,0.0,58.9,14.4,0.0,0.0,0.0,1.1,1.1,0.0,97.8,0.0,0.0,0.0,0.0,90,0.0,0.0,52.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.02
45270109,Mount Ayr High School,4527,Mount Ayr Comm School District,High,57.87,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,54.1,45.9,0.3,46.3,13.9,0.7,1.0,0.0,2.4,0.0,0.0,95.9,1.0,0.0,0.0,1.4,294,0.0,0.0,55.0,46.36,0.0,0.0,0.0,0.0,0.0,0.0,57.95
45270436,Mount Ayr Elementary,4527,Mount Ayr Comm School District,Elementary,55.15,Commendable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,54.3,45.7,0.7,46.8,18.4,1.0,1.7,0.0,2.0,0.7,0.0,94.5,1.4,0.0,0.0,0.3,293,0.0,0.0,49.2,53.97,0.0,0.0,0.0,0.0,0.0,0.0,55.13
45360109,Mount Pleasant High School,4536,Mount Pleasant Comm School District,High,53.01,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,50.0,50.0,4.3,45.0,15.5,4.5,2.4,0.0,11.9,4.0,0.0,77.3,1.2,0.0,0.0,0.3,582,0.0,0.0,50.16,44.77,0.0,0.0,0.0,51.69,0.0,0.0,53.42
45360118,WisdomQuest Education  Center,4536,Mount Pleasant Comm School District,Alternative,53.01,Acceptable,No Support Required,Met,Met,Achieved Standard,16042:Mount Pleasant High School,60.0,40.0,0.0,65.0,10.0,5.0,10.0,0.0,5.0,5.0,5.0,70.0,0.0,0.0,0.0,5.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45360209,Mount Pleasant Middle  School,4536,Mount Pleasant Comm School District,Middle,52.11,Acceptable,Extended Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,53.4,46.6,3.4,49.0,16.3,3.4,2.0,0.0,11.1,4.2,0.0,79.3,0.5,0.0,0.0,0.7,406,0.0,0.0,48.83,44.1,0.0,0.0,0.0,50.53,0.0,0.0,52.82
